Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Tetris,1989-12-31,215387,15,1641,co55xj
2,The Legend of Zelda: Link's Awakening,1993-06-06,1028,14,385,co3nnt
3,Pokémon Red Version,1996-02-27,1561,13,513,co5pi4
4,Super Mario Land 2: 6 Golden Coins,1992-10-21,1071,12,1596,co434w
5,Final Fantasy Adventure,1991-06-28,407,11,1597,co1vpk
6,Contra III: The Alien Wars,1992-02-28,6351,10,1651,co64pi
7,Harvest Moon GB,1997-12-19,3377,9,1652,co2v6o
8,Mole Mania,1996-07-21,49038,8,1653,co2qpz
9,Metroid II: Return of Samus,1991-08-26,1102,7,1644,co1wwx
10,R-Type,1987-07-01,6840,6,1654,co20ee
