Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Final Fantasy XIV Online,2013-08-27,386,15,2248,co48rz
2,World of Warcraft,2004-11-23,123,14,514,co2l7z
3,Phantasy Star Online 2,2012-07-04,513,13,2255,co2ep5
4,The Elder Scrolls Online,2014-04-04,1081,12,2231,co1ybf
5,Guild Wars 2,2012-08-18,1183,11,2234,co54tr
6,Star Wars: The Old Republic,2011-12-20,114,10,2238,co20xa
7,Eve Online,2003-05-06,2584,9,2233,co7avk
8,Tera,2011-01-25,7533,8,2254,co6g4n
9,DC Universe Online,2011-01-11,576,7,2256,co1u18
10,Final Fantasy XI Online,2002-05-16,411,6,2257,co205x
