Position,Title,ReleaseDate,ExternalId,Score,GameId,CoverImageId
1,Final Fantasy XIV Online,2010-09-30,14729,15,963,co1trg
2,World of Warcraft,2004-11-23,123,14,514,co2l7z
3,The Elder Scrolls Online,2014-04-04,1081,13,2231,co1ybf
4,Old School RuneScape,2013-02-22,79824,12,2232,co1mo1
5,Eve Online,2003-05-06,2584,11,2233,co7avk
6,Guild Wars 2,2012-08-18,1183,10,2234,co54tr
7,Star Wars: Knights of the Old Republic,2003-07-15,116,9,790,co1tmz
8,Black Desert,2015-12-31,6292,8,2235,co6f1i
9,Lost Ark,2018-12-04,26128,7,2236,co4w4j
10,Fallout 76,2018-11-14,103020,6,2237,co1yc4
